ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Late to verify,Australia,"144,582",Oceania,2020-04-06,,
635,Dak Rung Hydropower Project,Viet Nguyen Construction Works Joint Stock Company,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Viet Nam,"7,136",Asia,2020-04-06,,
602,Maguary Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"11,677",Latin America,2020-04-06,,
603,Sirma Run-of-River Hydro Project,Elen Enerji Uretimi Sanayi Ticaret A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,Turkey,"12,780",Middle East,2020-04-06,,
604,Rajwakti Small Scale Hydropower Project,Him Urja Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"19,569",Asia,2020-04-06,2016-04-01,2026-03-31
592,Utilization of jute biomass process waste & other biomass as fuel substituting fossil fuels in steam generation for use on site,East India Commercial Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"7,983",Asia,2020-04-06,,
1686,Agrocortex REDD Project,Agrocortex Madeiras do Acre Agroflorestal Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"483,594",Latin America,2018-04-11,2014-07-01,2044-06-30
494,Zhangjiagang Nature Gas Power Generation Project,"Zhangjiagang Huaxing Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Late to verify,China,"1,231,243",Asia,2020-04-06,2019-06-08,2026-06-07
535,AKOCAK HYDROELECTRIC POWER PLANT,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Inactive,Turkey,"144,681",Middle East,2020-04-06,,
530,Zhumadian Zhongyuan Gas-Steam Combined Cycle Power Project in Henan China,Henan Zhongyuan Gas Power Company Ltd.,Energy industries (renewable/non-renewable sources),,AM0029,Late to verify,China,"858,165",Asia,2020-04-06,2021-08-25,2028-08-24
513,Salto Pilão Hydropower Plant Project Activity,Consórcio Empresarial Salto Pilão – CESAP,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"186,810",Latin America,2020-04-06,2020-01-19,2030-01-18
518,Fujian Nanridao 16.15MW Wind Power Project in China,Fujian Putian Nanri Houshanzai Wind Power Generati,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"38,476",Asia,2020-04-06,2019-09-22,2026-09-21
536,Uluabat Hydroelectric Power Plant,Akenerji Elektrik Uretim A.S,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"199,467",Middle East,2020-04-06,,
698,CAYKARA HYDROELECTRIC POWER PLANT,REDAS Elektrik Uretim Dagitim Pazarlama Sanayi,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Turkey,"59,018",Middle East,2020-04-06,,
717,CECIC HKC Gansu Changma Wind Power project,"CECIC HKC Gansu Wind Power Co., LTD.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"431,949",Asia,2020-04-06,2019-11-21,2029-11-20
1685,Grid connected 25 MW PV solar power project at Charanka in Gujarat,GMR Gujarat Solar Power Pvt. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"34,462",Asia,2021-03-11,2022-03-04,2032-03-03
661,"8.4 MW Wind Energy Project by Sanwaria Agro Oils Limited, India",Sanwaria Agro Oils Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"14,875",Asia,2020-04-06,,
656,Guizhou Qingshuihe Gelibridge Hydropower Project,"Guizhou Wujiang Qingshuihe Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"387,570",Asia,2020-04-06,,
657,"Grid connected electricity generation from renewable sources:Bagisli 29.57 MW Hydroelectric Power Plant Project, Turkey",Ceykar Elektrik Üretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Turkey,"64,138",Middle East,2020-04-06,2019-06-01,2029-05-31
569,Honeywell HFC-23 Destruction Project,Honeywell International Inc.,Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,AM0001,Late to verify,United States,"2,469,486",North America,2020-04-06,,
565,40.0 MW DEGIRMENUSTU Hydroelectric Power Plant,DEGIRMENUSTU ENERJI URETIM TICARET VE SANAYI AS,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,"62,386",Middle East,2020-04-06,,
560,Low pressure steam generation by recovering waste heat using Heat Re-claimers at Emirates CMS Power,Emirates CMS Power Company,Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,United Arab Emirates,"119,069",Middle East,2020-04-06,,
557,Kadamane Mini Hydel Scheme-1 (KMHS-1),Paschim Hydro Energy Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"32,128",,2020-04-06,2017-05-07,2027-05-06
580,Coc Dam Hydropower Project,Hoang Son Construction Company Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Viet Nam,"16,472",Asia,2020-04-06,2022-06-10,2029-06-09
577,AYRANCILAR HYDROELECTRIC POWER PLANT,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"68,095",Middle East,2020-04-06,,
578,Menge Dam and Hydroelectric Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"100,132",Middle East,2020-04-06,,
719,Yunnan Dali Zhemoshan Wind Power Project,Sinohydro 14th Bureau Dali Juneng Investment Co.Lt,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"58,623",Asia,2020-04-06,,
721,Peri-urban bamboo planting around South African townships,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0002,Late to verify,South Africa,"16,000",Africa,2020-04-06,2011-03-01,2031-02-28
747,Sefakoy Hydroelectric Power Plant,DEGIRMENUSTU ENERJI URETIM TICARET VE SANAYI AS,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"58,172",Middle East,2020-04-06,,
740,PrairieWinds ND1 (PWND1) Emissions Reduction Project,Basin Electric Power Cooperative,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,United States,"308,580",North America,2020-04-06,,
750,10.2 MW Wind Power Project by Ruchi Infrastructure Limited,Ruchi Infrastructure Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"20,031",Asia,2020-04-06,,
751,"22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi, District-Ratlam, Madhya Pradesh",Ruchi Soya Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"46,323",Asia,2020-04-06,,
623,12.55 MW Wind Power Project In India,Walden Properties Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-II.D.,Late to verify,India,"27,182",Asia,2020-04-06,,
613,North Antelope Rochelle Mine CMM Capture and Use Project: Phase II - Porcupine Project,"Camco International Group, Inc.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,VMR0001,Late to verify,United States,"135,102",,2020-04-06,,
614,"Chemical Recovery Project at Satia Industries Ltd. (SIL), formerly known as Satia Paper Mills Limited Village Rupana, Punjab",Satia Industries Limited,Chemical industry,,AMS-III.M.,Withdrawn,India,"21,906",Asia,2020-04-06,,
1194,Kaladonger Wind Power Project in Rajasthan,M/s Bindu Vayu Urja Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"1,268,170",,2020-06-04,2022-02-18,2032-02-17
752,YEDISU 22.71 MW HYDROELECTRIC POWER PLANT PROJECT,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"48,006",Middle East,2020-04-06,2022-02-03,2032-02-02
753,The Cevizlik Run-of-River Hydroelectric Power Plant,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"187,471",Middle East,2020-04-06,,
754,Hubei Lichuan Longqiao Hydropower Station,"Lichuan Yu River Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"158,686",Asia,2020-04-06,,
761,Doruk HPP Run-of-River Hydro Project,Yeni Doruk Enerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"44,303",Middle East,2020-04-06,,
762,"Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey",Limak Yatirim Enerji Uretim Isletme Hizmetleri,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"98,484",Middle East,2020-04-06,2019-12-02,2029-12-01
763,Dogancay HPPs run-of-river hydro project,Elen Enerji Uretimi Sanayi Ticaret A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"94,454",Middle East,2020-04-06,,
774,Reforestation Across the Lower Mississippi Valley,Dynegy Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,United States,"101,874",North America,2020-04-06,1999-04-05,2059-04-04
771,Sarýgüzel Dam and Hydroelectric Power Plants,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,Turkey,"185,811",Middle East,2020-04-06,,
704,BHL Biogas and Bagasse based cogeneration project activity at Kinauni,Bajaj Hindusthan Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"67,805",Asia,2020-04-06,,
713,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,Aydem Yenilenebilir Enerji A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"116,217",Middle East,2020-04-06,2019-11-17,2029-11-16
710,Shandong Changdao 27.2 MW Wind Power Project,Huaneng Zhongdian Changdao Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"58,705",Asia,2020-04-06,2021-10-01,2028-09-30
811,Nam Ngan Hydropower Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Viet Nam,"29,322",Asia,2020-04-06,,
805,Waste Heat based 10 MW captive power project “GPIL- WHRB 2” CDM PROJECT ACTIVITY,Godawari Power and Ispat Ltd.,Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,India,"50,620",Asia,2020-04-06,,
836,Song Ong Hydropower Project,Song Ong Hydropower Joint Stock Company,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Viet Nam,"21,416",Asia,2020-04-06,,
831,Amayo Phase II Wind Power Project,Consorcio Eólico Amayo (Fase II) S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Nicaragua,"69,915",Latin America,2020-04-06,2018-10-01,2025-09-30
839,Bayou Bartholomew Climate Action Project,The Nature Conservancy,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,United States,531,North America,2020-04-06,2009-04-09,2073-04-08
822,BATICIM BATI ANADOLU CIMENTO SANAYII A.S. 9 MW Cement WHR Project,Baticim Bati Anadolu Cimento Sanayii A.S.,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,Turkey,"25,180",Asia,2020-04-06,,
776,Weatherization of Low-Income Dwellings in Maine,Maine Housing,Energy demand,,VM0008,Late to verify,United States,"14,382",North America,2020-04-06,,
778,Pirinclik HPP run-of-river hydro project,Enbati Elektrik Uretim Sanayi ve Ticaret A.S,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"42,280",Middle East,2020-04-06,,
779,Tongcheng Kaidi Biomass Power Project,"Tongcheng Kaidi Green Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"106,573",Asia,2020-04-06,,
802,Tra Linh 3 Hydropower Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Viet Nam,"15,083",Asia,2020-04-06,,
912,"Gunder Hydro Power Project, Turkey",Arik Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"38,760",Asia,2020-04-06,,
906,Fujian Zhangpu Liuao 3rd phase Wind Power Project,Datang Zhangzhou Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"47,867",Asia,2020-04-06,,
917,ASLANCIK HYDRO POWER PLANT PROJECT,Aslancik Elektrik Üretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"222,884",Middle East,2020-04-06,,
848,Jilin Changling Wind Farm Phase II Project,"SinoHydro CLP Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"114,212",Asia,2020-04-06,,
859,Bataan 2020 12.5 MW Power Rice Hull Cogeneration Project,"Bataan 2020, Inc",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Philippines,"38,652",Asia,2020-04-06,,
860,"AMA08-W-22, METHANE RECOVERY IN WASTEWATER TREATMENT JOHOR, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"17,646",Asia,2020-04-06,,
861,"AMA08-W-21, METHANE RECOVERY IN WASTEWATER TREATMENT JOHOR, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"21,671",Asia,2020-04-06,,
862,"AMA08-W-24, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"26,568",Asia,2020-04-06,,
863,"AMA08-W-25, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"35,472",Asia,2020-04-06,,
864,"AMA08-W-23, METHANE RECOVERY IN WASTEWATER TREATMENT SARAWAK, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"20,002",Asia,2020-04-06,,
886,"Reforestation of degraded lands in the Valle California of Patagonia, Chile",Agrícola y Forestal SNP Ltda,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,Chile,"1,193",Latin America,2020-04-06,2010-04-30,2090-04-29
851,Nam Soi & Nam Cong Hydropower Project,North-West Electric Investment & Development JSC,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"40,296",Asia,2020-04-06,2018-06-01,2025-05-31
843,Ban Coc Hydropower Project,Que Phong Hydropower Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"40,010",Asia,2020-04-06,,
950,Liaoning Linghai Nanxiaoliu Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"122,764",Asia,2020-04-06,,
939,Thermal Energy Substitution using Landfill Gas at Saint-Étienne-des-Grès,Les Serres du St-Laurent Inc,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Canada,"7,046",North America,2020-04-06,,
987,Reforestation of Degraded Forest Reserves in Ghana,Form Ghana Ltd,Agriculture Forestry and Other Land Use,ARR,AR-AM0003,Registered,Ghana,"8,815",Africa,2020-04-06,2008-03-01,2048-02-29
1683,Kahone Solar PV Plant,ENERGY RESOURCES SENEGAL SA,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,"21,521",,2017-07-05,2018-02-23,2028-02-22
1684,"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR",Lao Thai Hua Rubber Co. Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Lao,"42,497",Asia,2017-05-16,2008-07-08,2038-07-07
1682,Regenerating Colombian Coffee Ecosystems,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Colombia,"7,107",Latin America,2020-06-04,2014-04-20,2054-04-19
951,Liaoning Linghai Shengli Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"116,862",Asia,2020-04-06,,
952,Liaoning Xingcheng Liutaizi Wind Farm Project,"Guodian Xingcheng Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"117,731",Asia,2020-04-06,,
965,ITAA afforestation on degraded grasslands under extensive grazing,Intercontinental Timber Asociacion Agraria de Responsabilidad Limitada,Agriculture Forestry and Other Land Use,REDD,AR-ACM0001,Registered,Uruguay,"5,451",Latin America,2020-04-06,2007-12-19,2107-12-18
960,Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,EUCAPINE S.R.L,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,"56,019",Latin America,2020-06-04,2006-02-22,2066-02-21
961,‘El Arriero ’ Afforestation on degraded grasslands under extensive grazing project,Forestal El Arriero SRL,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Verification approval requested,Uruguay,"18,271",Latin America,2020-04-06,2009-04-30,2109-04-29
882,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Diluo Hydroelectric Project","Sichuan Huadian Xixi River Hydroelec. Dev. Co., Lt",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"337,572",Asia,2020-04-06,2018-07-01,2025-06-30
865,"MY08-WWP-26, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"30,692",Asia,2020-04-06,,
866,"METHANE RECOVERY IN WASTEWATER TREATMENT, PROJECT AIN07-W-05, SUMATERA UTARA, INDONESIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-II.H.,Late to verify,Indonesia,"31,757",Asia,2020-04-06,,
867,"AMA08-W-10, METHANE RECOVERY IN WASTEWATER TREATMENT, KEDAH, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"45,392",Asia,2020-04-06,,
905,The Yokuslu- Kalkandere Hydroelectric Power Plant,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"97,770",Middle East,2020-04-06,,
893,Kale HES Hydro Power Project,Kale Enerji Üretim Ticaret Sanayi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"52,089",Middle East,2020-04-06,,
900,Za Hung Hydropower Project,Za Hung Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"69,309",Asia,2020-04-06,2019-01-01,2025-12-31
901,Los Caracoles Hydroelectric Project,Energía Provincial Sociedad del Estado (EPSE),Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Argentina,"243,987",Latin America,2020-04-06,,
898,Fuelling a greener future for farmers in Malawi through the use of Jatropha curcas,Bio Energy Resources Limited (BERL),Agriculture Forestry and Other Land Use,ARR,AR-ACM0002,Late to verify,Malawi,863,Africa,2020-04-06,2008-07-08,2038-07-07
1127,Bucakkisla HPP Run-Of-River Hydro Project,Bilgin Guc Santralleri Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"77,837",Middle East,2020-04-06,,
1677,Vaayu India Wind Power Project in Gujarat - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,India,"26,188",Asia,,,
1678,Grid Connected Wind Energy Generation at Andhra Pradesh.,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,India,"18,161",Asia,,,
1679,"Bundled Wind Power Project in Madhya Pradesh, Gujarat and Kerala by D.J. Malpani",D. J Malpani,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"127,207",Asia,2020-04-28,2016-03-28,2026-03-27
1680,Tri-Community Recycling and Sanitary Landfill Project,"3Degrees Group, Inc..",Waste handling and disposal,,ACM0001,Under development,United States,"4,000",North America,,2018-05-20,2028-05-19
1681,Robeson County Landfill,"3Degrees Group, Inc..",Waste handling and disposal,,ACM0001,Under development,United States,"19,804",North America,,,
921,Inner Mongolia Jingneng Saihan Wind Farm Phase II Project,"Beijing International New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"112,655",Asia,2020-04-06,2018-09-01,2025-08-31
932,"Cakrak 31.29 MW Hydroelectric Power Plant Project, Turkey",Kalen Enerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Turkey,"60,728",Middle East,2020-04-06,2018-06-01,2028-05-31
949,Guodian Linghai Qingsong Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"115,069",Asia,2020-04-06,,
936,Shiyazi Hydro power Project in Guizhou Province China,Guizhou Zhongshui Energy Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"131,143",Asia,2020-04-06,2018-11-01,2025-10-31
946,Shoosmith Sanitary Landfill Gas Combustion Project,Shoosmith Brothers Inc,Waste handling and disposal,,ACM0001,Late to verify,United States,"50,000",North America,2020-04-06,,
967,Bantargebang Landfill Gas Management & Power Generation,PT Navigat Organic Energy Indonesia,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Late to verify,Indonesia,"708,300",Asia,2020-04-06,2019-08-01,2026-07-31
972,40 MW Grid Connected Wind Power Project,Green Infra Wind Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"70,327",Asia,2020-04-06,,
599,Enercon Wind Farms in Karnataka Bundled Project-30.40 MW,Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"65,774",Asia,2011-04-21,,
1096,Renewable Energy Wind Power Project in Rajasthan,Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"42,747",Asia,2013-06-29,,
1079,"Bundled Wind Power Project in Jamnagar, Gujarat",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"18,541",Asia,2013-08-05,,
1676,Çiçekli HEPP Project,Kurtal Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,Turkey,"10,417",Middle East,,2017-06-14,2027-06-13
1675,University of Wisconsin Milwaukee Campus Wide Clean Energy & Energy Efficiency Project,University of Wisconsin Milwaukee (UWM),Energy demand; Energy industries (renewable/non-renewable sources),,VM0025,Registered,United States,"3,156",North America,2017-09-13,2015-07-01,2025-06-30
709,Katuntsi Small Hydro Power Project,VEC Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Bulgaria,"10,000",Europe,2020-04-06,,
790,Roaring 40s Wind Farms (Khandke) Private Limited - Phase III,CLP Wind Farms (Khandke) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"24,085",Asia,2012-03-07,,
791,Roaring 40s Wind Farms (Khandke) Private Limited – Phase II,CLP Wind Farms (Khandke) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"33,319",Asia,2020-04-06,2020-03-31,2030-03-30
975,Chongqing Chengkou County Bashan Hydropower Station Project,"Chongqing Bashan Hydropower Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"382,839",Asia,2020-04-06,2018-07-01,2025-06-30
1205,Tatar Hydro Electricity Power Plant,Darenhes Elektrik Uretimi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,Turkey,"231,898",Middle East,2020-04-06,,
1199,Bugoye 13.0 MW Run-of-River Hydropower Project,Bugoye Hydro Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Uganda,"51,074",Africa,2020-04-06,,
1153,Shade Coffee & Cacao Reforestation Project,Société de gestion de projets ECOTIERRA Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Peru,"1,969,139",Latin America,2020-04-06,2013-09-30,2053-09-29
980,Kaiyuan Yemin 49.5 MW Wind Power Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"110,668",Asia,2020-04-06,,
992,The Capture and Utilisation of Methane at the GFI Mining South Africa owned Beatrix Mine in South Africa,Sibanye Gold Ltd,Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,AM0064,Late to verify,South Africa,"9,643",Africa,2020-04-06,2018-07-01,2025-06-30
976,Xinjiang Huaneng Toksun Baiyanghe Phase II Wind Power project,"Huaneng Turpan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"93,156",Asia,2020-04-06,2019-08-26,2026-08-25
1674,Gilé National Reserve REDD Project,National Mozambican Public Agency for Parks and Reserves Conservation (ANAC),Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Mozambique,"68,821",Africa,2020-11-16,2012-01-01,2031-12-31
1092,"SOLAR POWER PROJECT IN GUJARAT, INDIA BY WAA SOLAR LIMITED",Waa Solar Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"13,712",Asia,2020-06-04,,
1093,Solar Power Project by Sai Sudhir Energy Limited,Saisudhir Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"8,117",Asia,2020-04-06,,
1098,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,"Huadian Suzhou Biomass Power Industrial Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"123,447",Asia,2020-04-06,,
1109,Mithapur Solar Power Project,Tata Power Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"37,696",Asia,2020-04-06,,
1222,"Kaiyang 15100 Rural Methane Digesters Project in Guizhou Province, China","Guizhou Haikang Marsh gas Material Trade Co,Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-III.R.,Late to verify,China,"48,486",,2020-04-06,,
1208,Nam Chim Hydro Power Project,Song Lam Construction and Investment Company Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"26,748",Asia,2020-04-06,,
1225,Kenya Agricultural Carbon Project,Vi Agroforestry Programme,Agriculture Forestry and Other Land Use,ALM,VM0017,Late to verify,Kenya,"99,004",Africa,2020-04-06,2009-07-01,2029-06-30
1226,Anhui Zhongxing Shouchuang Energy-Saving Service Co. Ltd. Biomass Boiler Retrofitting Project,Anhui Zhongxing Shouchuang Energy-saving Service,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,China,"33,281",,2020-04-06,2019-02-01,2026-01-31
1100,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"524,729",Middle East,2020-04-06,,
1156,Kiran Energy Solar PV Project,Solarfield Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"17,203",Asia,2020-04-06,,
1157,Saraff Energy EFB to electricity project,Saraff Energies Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Thailand,"28,104",Asia,2020-04-06,2019-06-01,2026-05-31
